Status,CRN,Type,Section,Time,Days,Location,Instructor,Course Number,Course Name,Number of Credits,GenEds Satisfied
UNKNOWN,30107,Online Discussion,AD1,09:00 AM - 09:50 AM,F,,"Boonsripaisal, S",AAS 100,Intro Asian American Studies,3,Cultural Studies - US Minority;Social & Beh Sci - Soc Sci
